DateOfOfqualDataSnapshot,QualificationName,AwardingOrganisation,QualificationNumber,Level,QualificationType,Subcategory,SectorSubjectArea,Status,Age1416_FundingAvailable,Age1416_FundingApprovalStartDate,Age1416_FundingApprovalEndDate,Age1416_Notes,Age1619_FundingAvailable,Age1619_FundingApprovalStartDate,Age1619_FundingApprovalEndDate,Age1619_Notes,LocalFlexibilities_FundingAvailable,LocalFlexibilities_FundingApprovalStartDate,LocalFlexibilities_FundingApprovalEndDate,LocalFlexibilities_Notes,LegalEntitlementL2L3_FundingAvailable,LegalEntitlementL2L3_FundingApprovalStartDate,LegalEntitlementL2L3_FundingApprovalEndDate,LegalEntitlementL2L3_Notes,LegalEntitlementEnglishandMaths_FundingAvailable,LegalEntitlementEnglishandMaths_FundingApprovalStartDate,LegalEntitlementEnglishandMaths_FundingApprovalEndDate,LegalEntitlementEnglishandMaths_Notes,DigitalEntitlement_FundingAvailable,DigitalEntitlement_FundingApprovalStartDate,DigitalEntitlement_FundingApprovalEndDate,DigitalEntitlement_Notes,ESFLevel34_FundingAvailable,ESFLevel34_FundingApprovalStartDate,ESFLevel34_FundingApprovalEndDate,ESFLevel34_Notes,AdvancedLearnerLoans_FundingAvailable,AdvancedLearnerLoans_FundingApprovalStartDate,AdvancedLearnerLoans_FundingApprovalEndDate,AdvancedLearnerLoans_Notes,AwardingOrganisationURL,L3FreeCoursesForJobs_FundingAvailable,L3FreeCoursesForJobs_FundingApprovalStartDate,L3FreeCoursesForJobs_FundingApprovalEndDate,L3FreeCoursesForJobs_Notes
22/10/2024,NCFE CACHE Level 3 Diploma in Healthcare Support,NCFE,6102160X,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/04/2023,31/07/2025,,https://www.qualhub.co.uk/media/27765/draft-qualification-specification-l3-healthcare-support.pdf,True,17/04/2023,31/07/2025,
22/10/2024,NCFE CACHE Level 3 Certificate in the Principles of End of Life Care,NCFE,61029671,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2023,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/09/2023,31/07/2026,,,True,01/09/2023,31/07/2026,L3 Free Courses short qualification
22/10/2024,NCFE CACHE Level 3 Technical Occupational Entry in Senior Healthcare Support (Diploma),NCFE,61039883,Level 3,Technical Occupation Qualification,Occupational Entry: Adult,Health and social care,Approved,False,,,,False,,,,False,,,,True,01/08/2025,31/07/2028,,False,,,,False,,,,False,,,,True,01/08/2025,31/07/2028,,https://www.ncfe.org.uk/qualifications/coming-soon/,True,01/08/2025,31/07/2028,
22/10/2024,NCFE CACHE Level 3 Alternative Academic Qualification in Health and Social Care (Extended Certificate),NCFE,61040034,Level 3,Alternative Academic Qualification,Small Alternative Academic Qualification,Health and social care,Approved,False,,,,True,01/08/2025,31/07/2028,,False,,,,True,01/08/2025,31/07/2028,,False,,,,False,,,,False,,,,True,01/08/2025,31/07/2028,,https://www.ncfe.org.uk/qualifications/coming-soon/,False,,,
22/10/2024,"NOCN Level 3 Certificate in Information, Advice or Guidance",NOCN,60007205,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2018,31/07/2026,,https://www.nocn.org.uk/what-we-do/qualifications/600-0720-5-nocn-level-3-certificate-in-information-advice-or-guidance/,True,01/04/2021,31/07/2026,
22/10/2024,NOCN Level 3 Award in First Aid at Work,NOCN,60324466,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NOCN Level 3 Award in Emergency First Aid at Work,NOCN,60324478,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NOCN Level 3 Diploma in Healthcare Support,NOCN,60343102,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/05/2019,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/05/2019,31/07/2025,,https://www.nocn.org.uk/what-we-do/qualifications/603-4310-2-nocn-level-3-diploma-in-healthcare-support/,True,01/04/2021,31/07/2025,
22/10/2024,NOCN Level 3 NVQ Certificate in Occupational Health and Safety,NOCN,60361335,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/08/2020,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2020,31/07/2026,,https://www.nocn.org.uk/what-we-do/qualifications/603-6133-5-nocn-level-3-nvq-certificate-in-occupational-health-and-safety/,True,18/08/2022,31/07/2026,
22/10/2024,NOCN Level 3 Award in Paediatric First Aid,NOCN,60363228,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,31/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NOCN Level 3 Award in Emergency Paediatric First Aid,NOCN,6036323X,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,31/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NOCN Level 3 Award in First Aid for Mental Health,NOCN,60363605,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,31/08/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,NOCN Level 3 Diploma in Adult Care (England) ,NOCN,61000887,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/05/2022,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/05/2022,31/07/2026,,https://www.nocn.org.uk/products/qualifications/610-0088-7-nocn-level-3-diploma-in-adult-care-england-2022/,True,01/05/2022,31/07/2026,
22/10/2024,OCNLR Level 3 Certificate in Neuro Linguistic Programming ,OCN London,60322676,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/09/2017,31/07/2025,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/09/2017,31/07/2025,,http://www.ocnlondon.org.uk/qualifications/our-qualifications/professional-development/l3-cert-neuro-linguistic-programming,False,,,
22/10/2024,OCNLR Level 3 Award in Emergency First Aid at Work ,OCN London,6033096X,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/04/2018,30/06/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,OCNLR Level 3 Award in First Aid at Work,OCN London,60330971,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/04/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,OCR Level 3 Cambridge Technical Certificate in Health and Social Care,OCR,60042278,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2012,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,OCR Level 3 Cambridge Technical Certificate in Health and Social Care,OCR,60170591,Level 3,Other General Qualification,,Health and social care,Approved,False,,,,True,01/09/2016,31/07/2025,,False,,,,True,01/09/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/09/2016,31/07/2025,,,False,,,
22/10/2024,OCR Level 3 Cambridge Technical Extended Certificate in Health and Social Care,OCR,60170608,Level 3,Other General Qualification,,Health and social care,Approved,False,,,,True,01/09/2016,31/07/2025,,False,,,,True,01/09/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/09/2016,31/07/2025,,,False,,,
22/10/2024,OCR  Level 3 Cambridge Technical Foundation Diploma in Health and Social Care ,OCR,6017061X,Level 3,Other General Qualification,,Health and social care,Approved,False,,,,True,01/09/2016,31/07/2025,,False,,,,True,01/09/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/09/2016,31/07/2025,,,False,,,
22/10/2024,OCR  Level 3 Cambridge Technical Diploma in Health and Social Care ,OCR,60170621,Level 3,Other General Qualification,,Health and social care,Approved,False,,,,True,01/09/2016,31/07/2025,,False,,,,True,01/09/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/09/2016,31/07/2025,,,False,,,
22/10/2024,OCR Level 3 Cambridge Technical Extended Diploma in Health and Social Care,OCR,60303815,Level 3,Other General Qualification,,Health and social care,Approved,False,,,,True,01/09/2016,31/07/2025,,False,,,,True,01/09/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/08/2017,31/07/2025,,,False,,,
22/10/2024,OCR Level 3 Alternative Academic Qualification Cambridge Advanced National in Health and Social Care (Certificate),OCR,61039858,Level 3,Alternative Academic Qualification,Small Alternative Academic Qualification,Health and social care,Approved,False,,,,True,01/08/2025,31/07/2028,,False,,,,True,01/08/2025,31/07/2028,,False,,,,False,,,,False,,,,True,01/08/2025,31/07/2028,,https://ocr.org.uk/qualifications/cambridge-advanced-nationals/health-and-social-care-level-3-h025-h125/,False,,,
22/10/2024,OCR Level 3 Alternative Academic Qualification Cambridge Advanced National in Health and Social Care (Extended Certificate),OCR,6103986X,Level 3,Alternative Academic Qualification,Small Alternative Academic Qualification,Health and social care,Approved,False,,,,True,01/08/2025,31/07/2028,,False,,,,True,01/08/2025,31/07/2028,,False,,,,False,,,,False,,,,True,01/08/2025,31/07/2028,,https://ocr.org.uk/qualifications/cambridge-advanced-nationals/health-and-social-care-level-3-h025-h125/#extended-certificate,False,,,
22/10/2024,Access to HE Diploma (Social Work and Social Science),Open Awards,40007418,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/09/2017,01/07/2026,,False,,,,True,01/09/2017,01/07/2026,,False,,,,False,,,,False,,,,True,01/09/2017,01/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Health Professions),Open Awards,40009592,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/01/2019,01/07/2026,,False,,,,True,01/01/2019,01/07/2026,,False,,,,False,,,,False,,,,True,01/01/2019,01/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Health and Physiotherapy),Open Awards,4001163X,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2026,,False,,,,True,01/09/2019,31/07/2026,,False,,,,False,,,,False,,,,True,01/09/2019,31/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Healthcare Professionals),Open Awards,40012177,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/09/2020,01/07/2025,,False,,,,True,01/09/2020,01/07/2025,,False,,,,False,,,,False,,,,True,01/09/2020,01/07/2025,,,False,,,
22/10/2024,Access to HE Diploma (Pyschology and Mental Health),Open Awards,40012190,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/09/2020,01/07/2025,,False,,,,True,01/09/2020,01/07/2025,,False,,,,False,,,,False,,,,True,01/09/2020,01/07/2025,,,False,,,
22/10/2024,Access to HE Diploma (Counselling - TP),Open Awards,40013881,Level 3,Access to Higher Education,,Health and Social Care,Approved,False,,,,True,31/08/2022,31/07/2026,,False,,,,True,31/08/2022,31/07/2026,,False,,,,False,,,,False,,,,True,31/08/2022,31/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Social Care Studies - TP),Open Awards,40013959,Level 3,Access to Higher Education,,Health and Social Care,Approved,False,,,,True,31/08/2022,31/07/2026,,False,,,,True,31/08/2022,31/07/2026,,False,,,,False,,,,False,,,,True,31/08/2022,31/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Health Sciences),Open Awards,40014526,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/09/2023,31/07/2026,,False,,,,True,01/09/2023,31/07/2026,,False,,,,False,,,,False,,,,True,01/09/2023,31/07/2026,,,False,,,
22/10/2024,Open Awards Level 3 Certificate in Cultural Awareness of the LGBTQ+ Community (RQF),Open Awards,6034474X,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/05/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Open Awards Level 3 Certificate in Understanding and Responding to Substance Misuse (RQF),Open Awards,60360501,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2020,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Access to HE Diploma (Counselling),Open College Network London Region,40012050,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/06/2020,31/07/2026,,False,,,,True,01/06/2020,31/07/2026,,False,,,,False,,,,False,,,,True,01/06/2020,31/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Health and Human Sciences),Open College Network London Region,40015002,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/08/2024,31/07/2026,,False,,,,True,01/08/2024,31/07/2026,,False,,,,False,,,,False,,,,True,01/08/2024,31/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Health and Social Care),Open College Network London Region,40015014,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/08/2024,31/07/2026,,False,,,,True,01/08/2024,31/07/2026,,False,,,,False,,,,False,,,,True,01/08/2024,31/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Social Work),Open College Network London Region,4001504X,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/08/2024,31/07/2026,,False,,,,True,01/08/2024,31/07/2026,,False,,,,False,,,,False,,,,True,01/08/2024,31/07/2026,,,False,,,
22/10/2024,Access to HE Diploma (Youth and Community Work),Open College Network London Region,40015051,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/08/2024,31/07/2026,,False,,,,True,01/08/2024,31/07/2026,,False,,,,False,,,,False,,,,True,01/08/2024,31/07/2026,,,False,,,
22/10/2024,OCN NI Level 3 Certificate in Community Health Facilitation,Open College Network Northern Ireland,60341695,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/03/2019,31/07/2025,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Pearson BTEC Level 3 National Certificate in Health and Social Care,Pearson Education Ltd,60171935,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/06/2016,31/07/2025,,False,,,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://qualifications.pearson.com/en/qualifications/btec-nationals/health-and-social-care-2016.coursematerials.html#filterQuery=category:Pearson-UK:Category%2FSpecification-and-sample-assessments,False,,,
22/10/2024,Pearson BTEC Level 3 National Diploma in Health and Social Care,Pearson Education Ltd,60171947,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/06/2016,31/07/2025,,False,,,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://qualifications.pearson.com/en/qualifications/btec-nationals/health-and-social-care-2016.coursematerials.html#filterQuery=category:Pearson-UK:Category%2FSpecification-and-sample-assessments,False,,,
22/10/2024,Pearson BTEC Level 3 National Extended Certificate in Health and Social Care,Pearson Education Ltd,60171972,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/06/2016,31/07/2025,,False,,,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://qualifications.pearson.com/en/qualifications/btec-nationals/health-and-social-care-2016.coursematerials.html#filterQuery=category:Pearson-UK:Category%2FSpecification-and-sample-assessments,False,,,
22/10/2024,Pearson BTEC Level 3 National Extended Diploma in Health and Social Care ,Pearson Education Ltd,60171984,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/06/2016,31/07/2025,,False,,,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://qualifications.pearson.com/en/qualifications/btec-nationals/health-and-social-care-2016.coursematerials.html#filterQuery=category:Pearson-UK:Category%2FSpecification-and-sample-assessments,False,,,
22/10/2024,Pearson BTEC Level 3 National Foundation Diploma in Health and Social Care,Pearson Education Ltd,60171996,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/06/2016,31/07/2025,,False,,,,True,01/08/2016,31/07/2025,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2025,,http://qualifications.pearson.com/en/qualifications/btec-nationals/health-and-social-care-2016.coursematerials.html#filterQuery=category:Pearson-UK:Category%2FSpecification-and-sample-assessments,False,,,
22/10/2024,Pearson BTEC Level 3 Diploma in the Principles and Practice for Pharmacy Technicians,Pearson Education Ltd,60351603,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/02/2020,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/02/2020,31/07/2025,,https://qualifications.pearson.com/en/qualifications/btec-specialist-and-professional-qualifications/health-optical-and-pharmacy/btec-specialist-principles-and-practice-for-pharmacy-technicians-l3.html,True,21/06/2021,31/07/2025,
22/10/2024,Pearson BTEC Level 3 Diploma in Adult Care (England),Pearson Education Ltd,6101185X,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/01/2023,31/07/2026,,,True,20/03/2023,31/07/2026,
22/10/2024,Pearson BTEC Level 3 Diploma in Healthcare Support,Pearson Education Ltd,61022536,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/04/2023,31/07/2025,,https://qualifications.pearson.com/en/qualifications/nvq-and-competence-based-qualifications/health-and-social-care/healthcare-support-l3-2023.html,True,17/04/2023,31/07/2025,
22/10/2024,Pearson Level 3 Alternative Academic Qualification BTEC National in Health and Social Care (Extended Certificate),Pearson Education Ltd,61039640,Level 3,Alternative Academic Qualification,Small Alternative Academic Qualification,Health and social care,Approved,False,,,,True,01/08/2025,31/07/2028,,False,,,,True,01/08/2025,31/07/2028,,False,,,,False,,,,False,,,,True,01/08/2025,31/07/2028,,https://qualifications.pearson.com/en/qualifications/btec-nationals/health-and-social-care-aaq.html,False,,,
22/10/2024,ProQual Level 3 Certificate in Dermaplaning Facial Treatment with LED Therapy,ProQual Awarding Body,60332682,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,21/05/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,ProQual Level 3 Award in the Prevention of Extremism and Terrorism,ProQual Awarding Body,60349980,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,12/08/2019,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,ProQual Level 3 Certificate for a Health and Wellbeing Trainer,ProQual Awarding Body,60354963,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,13/02/2020,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Emergency Paediatric First Aid (RQF),Qualifications Network,60305605,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,30/09/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Activity First Aid (RQF),Qualifications Network,6032451X,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,30/09/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Emergency First Aid at Work (RQF),Qualifications Network,60324521,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in First Aid at Work (RQF),Qualifications Network,60324533,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Emergency Outdoor First Aid (RQF),Qualifications Network,60324545,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Outdoor First aid (RQF),Qualifications Network,60324557,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Responding to Incidents with an AED (RQF),Qualifications Network,60324569,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Responding to Anaphylactic Reactions (RQF),Qualifications Network,60324570,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Emergency First Aid at Work +F (RQF),Qualifications Network,60324636,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,02/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in First Aid at Work +F (RQF),Qualifications Network,60324648,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,02/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Forest School First Aid (RQF),Qualifications Network,6032465X,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,02/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in First Aid at Work (Management of Catastrophic Bleeding) (RQF),Qualifications Network,60325616,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/11/2017,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,QNUK Level 3 Award in Emergency First Aid at Work (Management of Catastrophic Bleeding) (RQF),Qualifications Network,60325689,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/11/2017,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Qualsafe Level 3 Award in Emergency First Aid at Work (RQF),Qualsafe Awards,6032367X,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Qualsafe Level 3 Award in First Aid at Work (RQF),Qualsafe Awards,6032384X,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Qualsafe Level 3 Award in Teaching and Assessing Mental Health Qualifications (RQF),Qualsafe Awards,60350271,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2019,31/07/2025,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Qualsafe Level 3 Diploma in Ambulance Emergency and Urgent Care Support (RQF),Qualsafe Awards,60352887,Level 3,Occupational Qualification,,Health and social care,Approved,False,,,,True,01/12/2019,31/07/2025,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,RLSS UK Qualifications Level 3 Award in Emergency First Aid at Work,RLSS UK Qualifications,60322640,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,30/09/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,RLSS UK Qualifications Level 3 Award in First Aid at Work ,RLSS UK Qualifications,60322664,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/12/2018,30/09/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,RLSS UK Qualifications Level 3 Award in Basic Life Support for Adults Children and Infants (including drowning),RLSS UK Qualifications,6032269X,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/12/2018,31/12/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,RSPH Level 3 Award in Nutrition for Health,Royal Society for Public Health,60324119,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/08/2018,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,STA Level 3 Award in Emergency First Aid at Work,Safety Training Awards,60323462,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,STA Level 3 Award in First Aid at Work,Safety Training Awards,60323474,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,STA Level 3 Award in Emergency Paediatric First Aid ,Safety Training Awards,60341555,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/04/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,STA Level 3 Award in Paediatric First Aid ,Safety Training Awards,60341567,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/04/2019,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,SFJ Awards Level 3 Diploma in Principles of Health and Social Care,SFJ Awards Ltd,6031395X,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/08/2017,31/07/2025,,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/05/2017,31/07/2025,,,True,01/04/2021,31/07/2025,
22/10/2024,SFJ Awards Level 3 Award in First Person on Scene Support,SFJ Awards Ltd,60339640,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,29/01/2019,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,Access to HE Diploma (Health and Social Care),Skills and Education Group Access,4001468X,Level 3,Access to Higher Education,,Health and social care,Approved,False,,,,True,01/10/2023,31/07/2026,,False,,,,True,01/10/2023,31/07/2026,,False,,,,False,,,,False,,,,True,01/10/2023,31/07/2026,,,False,,,
22/10/2024,SEG Awards Level 3 Certificate in Counselling Skills ,Skills and Education Group Awards,50092868,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,05/07/2010,31/07/2026,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/08/2016,31/07/2026,,,True,30/07/2021,31/07/2026,
22/10/2024,SEG Awards Level 3 Certificate in Social Prescribing,Skills and Education Group Awards,60332694,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2018,31/07/2025,18+ only,False,,,,False,,,,False,,,,False,,,,False,,,,True,01/09/2018,31/07/2025,,,True,18/08/2022,31/07/2025,
22/10/2024,SEG Awards Level 3 Diploma in Reflexology for Wellbeing,Skills and Education Group Awards,60356881,Level 3,Vocationally-Related Qualification,,Health and social care,Approved,False,,,,True,01/09/2020,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
22/10/2024,TQUK Level 3 Award in First Aid at Work (RQF),Training Qualifications UK Ltd,60321696,Level 3,Other Vocational Qualification,,Health and social care,Approved,False,,,,True,01/10/2017,31/07/2026,,False,,,,False,,,,False,,,,False,,,,False,,,,False,,,,,False,,,
